Centro,Tipologia,Id encuesta,Total Encuestas,Total Completas,Total Parciales,Nuevas Completas Hoy,Nuevas Parciales Hoy,Nuevas Completas D-1,Nuevas Parciales D-1,Nuevas Completas D-2,Nuevas Parciales D-2
CC TOTHEDUCATIU,Secundaria,519195,75,70,5,0,0,0,0,0,0
CC TOTHEDUCATIU,Profesorado,474853,8,6,2,0,0,0,0,0,0
IES MEDITERRÁNEO,Primaria,892465,0,0,0,0,0,0,0,0,0
IES MEDITERRÁNEO,Secundaria,696155,162,159,3,0,0,0,0,0,0
IES MEDITERRÁNEO,Profesorado,792864,11,4,7,0,0,0,0,0,0
CEIP BALANSAT,Primaria,583774,50,36,14,0,0,0,0,0,0
CEIP BALANSAT,Secundaria,442478,0,0,0,0,0,0,0,0,0
CEIP BALANSAT,Profesorado,717632,9,8,1,0,0,0,0,0,0
CEIP PORTIUS BLENDIUM,Primaria,795264,139,104,35,0,0,0,0,0,0
CEIP PORTIUS BLENDIUM,Secundaria,952316,0,0,0,0,0,0,0,0,0
CEIP PORTIUS BLENDIUM,Profesorado,572738,14,11,3,0,0,0,0,0,0
COLEGIO LA INMACULADA IKASTETXEA,Primaria,792856,113,81,32,0,0,0,0,0,0
COLEGIO LA INMACULADA IKASTETXEA,Secundaria,367857,80,55,25,0,0,0,0,0,0
COLEGIO LA INMACULADA IKASTETXEA,Profesorado,514835,30,15,15,0,0,0,0,0,0
IES VALDEHIERRO,Primaria,828218,0,0,0,0,0,0,0,0,0
IES VALDEHIERRO,Secundaria,324148,215,175,40,0,0,0,0,0,0
IES VALDEHIERRO,Profesorado,282425,2,2,0,0,0,0,0,0,0
IES NÉSTOR ALMENDROS,Primaria,745375,0,0,0,0,0,0,0,0,0
IES NÉSTOR ALMENDROS,Secundaria,598499,751,612,139,0,0,0,0,0,0
IES NÉSTOR ALMENDROS,Profesorado,694916,14,4,10,0,0,0,0,0,0
ESCOLA BUSQUETS I PUNSET,Primaria,327465,99,46,53,0,0,0,0,0,0
ESCOLA BUSQUETS I PUNSET,Secundaria,525113,0,0,0,0,0,0,0,0,0
ESCOLA BUSQUETS I PUNSET,Profesorado,967555,1,0,1,0,0,0,0,0,0
CEIP FLORENTINO BAYONA,Primaria,415778,89,59,30,0,0,0,0,0,1
CEIP FLORENTINO BAYONA,Secundaria,484359,0,0,0,0,0,0,0,0,0
CEIP FLORENTINO BAYONA,Profesorado,693681,1,1,0,0,0,0,0,0,0
IES LAS SALINAS,Primaria,313457,0,0,0,0,0,0,0,0,0
IES LAS SALINAS,Secundaria,252483,144,130,14,0,0,0,0,0,0
IES LAS SALINAS,Profesorado,298317,9,3,6,0,0,0,0,0,0
COLEGIO LA ANUNCIATA,Primaria,136672,91,87,4,0,0,0,0,0,0
COLEGIO LA ANUNCIATA,Secundaria,152516,123,83,40,0,0,0,0,0,0
COLEGIO LA ANUNCIATA,Profesorado,172441,1,1,0,0,0,0,0,0,0
CEIP ANTONIO VALDERRAMA,Primaria,918426,65,50,15,0,0,0,0,0,0
CEIP ANTONIO VALDERRAMA,Secundaria,617994,57,45,12,0,0,0,0,0,0
CEIP ANTONIO VALDERRAMA,Profesorado,876723,20,19,1,0,0,0,0,0,0
COLEGIO SAN FRANCISCO-ALMERÍA,Primaria,951793,26,20,6,0,0,0,0,0,0
COLEGIO SAN FRANCISCO-ALMERÍA,Secundaria,614951,0,0,0,0,0,0,0,0,0
COLEGIO SAN FRANCISCO-ALMERÍA,Profesorado,837574,5,4,1,0,0,0,0,0,0
CC KOSTKA,Primaria,194833,0,0,0,0,0,0,0,0,0
CC KOSTKA,Secundaria,964549,73,63,10,0,0,0,0,0,0
CC KOSTKA,Profesorado,811392,3,1,2,0,0,0,0,0,0
COLEGIO MARISTES ANNA RAVELL,Primaria,583815,71,65,6,0,0,0,0,0,0
COLEGIO MARISTES ANNA RAVELL,Secundaria,388229,319,244,75,0,0,0,0,0,0
COLEGIO MARISTES ANNA RAVELL,Profesorado,124368,0,0,0,0,0,0,0,0,0
CEIP SAN JOSÉ DE CALASANZ-LOS CORRALES,Primaria,912433,50,41,9,0,0,0,0,0,0
CEIP SAN JOSÉ DE CALASANZ-LOS CORRALES,Secundaria,225187,0,0,0,0,0,0,0,0,0
CEIP SAN JOSÉ DE CALASANZ-LOS CORRALES,Profesorado,442717,9,7,2,0,0,0,0,0,0
ESCOLA MARE DE DÉU DE L'ASSUMPTIÓ,Primaria,393772,84,56,28,0,0,0,0,0,0
ESCOLA MARE DE DÉU DE L'ASSUMPTIÓ,Secundaria,546572,553,401,152,0,0,0,0,0,0
ESCOLA MARE DE DÉU DE L'ASSUMPTIÓ,Profesorado,489955,49,39,10,0,0,0,0,0,0
CEIP JUAN GRIS,Primaria,596188,154,124,30,0,0,0,0,0,0
CEIP JUAN GRIS,Secundaria,782782,0,0,0,0,0,0,0,0,0
CEIP JUAN GRIS,Profesorado,487361,20,11,9,0,0,0,0,0,0
LYCÈE INTERNATIONAL BARCELONA - BON SOLEIL,Primaria,333165,26,23,3,0,0,0,0,0,0
LYCÈE INTERNATIONAL BARCELONA - BON SOLEIL,Secundaria,282318,48,46,2,0,0,0,0,0,0
LYCÈE INTERNATIONAL BARCELONA - BON SOLEIL,Profesorado,336688,4,3,1,0,0,0,0,0,0
INSTITUT PERE MARTELL,Primaria,219977,0,0,0,0,0,0,0,0,0
INSTITUT PERE MARTELL,Secundaria,312381,67,46,21,0,0,0,0,0,0
INSTITUT PERE MARTELL,Profesorado,553916,0,0,0,0,0,0,0,0,0
COLEGIO HERMANAS URIZ PI,Primaria,491897,68,46,22,0,0,0,0,0,0
COLEGIO HERMANAS URIZ PI,Secundaria,755722,0,0,0,0,0,0,0,0,0
COLEGIO HERMANAS URIZ PI,Profesorado,832651,0,0,0,0,0,0,0,0,0
COLEGIO SAN AGUSTÍN SANTANDER,Primaria,497758,53,45,8,0,0,0,0,0,0
COLEGIO SAN AGUSTÍN SANTANDER,Secundaria,214917,122,104,18,0,0,0,0,0,0
COLEGIO SAN AGUSTÍN SANTANDER,Profesorado,967776,50,27,23,0,0,0,0,0,0
CPR Plurilingüe María Auxiliadora (SALESIANOS OURENSE),Primaria,957269,91,75,16,0,0,0,0,0,0
CPR Plurilingüe María Auxiliadora (SALESIANOS OURENSE),Secundaria,768959,319,272,47,0,0,0,0,0,0
CPR Plurilingüe María Auxiliadora (SALESIANOS OURENSE),Profesorado,132168,20,13,7,0,0,0,0,0,0
COLEGIO LA INMACULADA CARTAGENA,Primaria,567269,170,145,25,0,0,0,0,0,1
COLEGIO LA INMACULADA CARTAGENA,Secundaria,763548,234,203,31,0,0,0,0,0,0
COLEGIO LA INMACULADA CARTAGENA,Profesorado,473658,48,37,11,0,0,0,0,0,0
CEIP GRAN CAPITÁN,Primaria,437989,44,34,10,0,0,0,0,0,0
CEIP GRAN CAPITÁN,Secundaria,139692,0,0,0,0,0,0,0,0,0
CEIP GRAN CAPITÁN,Profesorado,165268,0,0,0,0,0,0,0,0,0
IESCOLA RUBIÓ I ORS,Primaria,444822,97,77,20,0,0,0,0,0,1
IESCOLA RUBIÓ I ORS,Secundaria,563199,0,0,0,0,0,0,0,0,0
IESCOLA RUBIÓ I ORS,Profesorado,524159,13,12,1,0,0,0,0,0,0
COLEGIO LA SALLE MANLLEU,Primaria,666335,0,0,0,0,0,0,0,0,0
COLEGIO LA SALLE MANLLEU,Secundaria,176888,501,394,107,0,0,0,0,0,0
COLEGIO LA SALLE MANLLEU,Profesorado,193868,2,0,2,0,0,0,0,0,0
COLEGIO NAVASCHOOL AÑORETA,Primaria,656519,95,81,14,0,0,0,1,0,0
COLEGIO NAVASCHOOL AÑORETA,Secundaria,979148,217,196,21,0,0,0,0,0,0
COLEGIO NAVASCHOOL AÑORETA,Profesorado,547845,24,13,11,0,0,0,0,0,0
CEIP JUAN XXIII,Primaria,962225,103,94,9,0,0,0,0,0,0
CEIP JUAN XXIII,Secundaria,778816,0,0,0,0,0,0,0,0,0
CEIP JUAN XXIII,Profesorado,181268,25,12,13,0,0,0,0,0,0
CPR Plurilingüe Sagrado Corazón de Jesús,Primaria,873822,70,67,3,0,0,0,0,0,0
CPR Plurilingüe Sagrado Corazón de Jesús,Secundaria,561933,173,139,34,0,0,0,0,0,0
CPR Plurilingüe Sagrado Corazón de Jesús,Profesorado,881287,22,15,7,0,0,0,0,0,0
CEIP SUTEFÍE ZUFRE,Primaria,287876,16,14,2,0,0,0,0,0,0
CEIP SUTEFÍE ZUFRE,Secundaria,734485,7,6,1,0,0,0,0,0,0
CEIP SUTEFÍE ZUFRE,Profesorado,627797,0,0,0,0,0,0,0,0,0
COLEGIO JESUÏTES SARRIÀ - SANT IGNASI,Primaria,856888,212,182,30,0,0,0,0,0,0
COLEGIO JESUÏTES SARRIÀ - SANT IGNASI,Secundaria,686895,582,456,126,0,0,0,0,0,0
COLEGIO JESUÏTES SARRIÀ - SANT IGNASI,Profesorado,391479,45,18,27,0,0,0,0,0,0
IES BEASAIN BHI,Primaria,534776,0,0,0,0,0,0,0,0,0
IES BEASAIN BHI,Secundaria,835817,436,322,114,0,0,0,0,0,0
IES BEASAIN BHI,Profesorado,438774,0,0,0,0,0,0,0,0,0
COLEGIO HISPANIA CARTAGENA,Primaria,559877,3,0,3,0,0,0,0,0,0
COLEGIO HISPANIA CARTAGENA,Secundaria,676331,4,1,3,0,0,0,0,0,0
COLEGIO HISPANIA CARTAGENA,Profesorado,755732,4,2,2,0,0,0,0,0,0
COLEGIO SANTA MARÍA DEL PRADO (MARISTAS TALAVERA),Primaria,999457,92,82,10,0,0,0,0,0,0
COLEGIO SANTA MARÍA DEL PRADO (MARISTAS TALAVERA),Secundaria,366915,342,323,19,0,0,0,0,0,0
COLEGIO SANTA MARÍA DEL PRADO (MARISTAS TALAVERA),Profesorado,314122,37,30,7,0,0,0,0,0,0
CEIP DAMA DE GUARDAMAR,Primaria,582648,44,42,2,0,0,0,0,0,0
CEIP DAMA DE GUARDAMAR,Secundaria,769881,0,0,0,0,0,0,0,0,0
CEIP DAMA DE GUARDAMAR,Profesorado,423862,5,2,3,0,0,0,0,0,0
IES EL PARADOR,Primaria,576927,0,0,0,0,0,0,0,0,0
IES EL PARADOR,Secundaria,746762,458,355,103,0,0,0,0,0,0
IES EL PARADOR,Profesorado,634756,21,6,15,0,0,0,0,0,0
CPR FPE ARZOBISPO MORCILLO,Primaria,647895,0,0,0,0,0,0,0,0,0
CPR FPE ARZOBISPO MORCILLO,Secundaria,734398,36,19,17,0,0,0,1,0,0
CPR FPE ARZOBISPO MORCILLO,Profesorado,137749,8,5,3,0,0,0,0,0,0
COLEGIO SANTA MARÍA MARISTAS TUI,Primaria,182657,44,41,3,0,0,0,0,0,0
COLEGIO SANTA MARÍA MARISTAS TUI,Secundaria,794813,107,104,3,0,0,0,0,0,0
COLEGIO SANTA MARÍA MARISTAS TUI,Profesorado,394853,8,6,2,0,0,0,0,0,0
CEIP SANTA MARIA CORONADA,Primaria,199618,46,33,13,0,0,0,0,0,0
CEIP SANTA MARIA CORONADA,Secundaria,686666,0,0,0,0,0,0,0,0,0
CEIP SANTA MARIA CORONADA,Profesorado,847929,25,16,9,0,0,0,0,0,0
IES RÍAS DEL CARMEN,Primaria,472225,0,0,0,0,0,0,0,0,0
IES RÍAS DEL CARMEN,Secundaria,617157,10,10,0,0,0,0,0,0,0
IES RÍAS DEL CARMEN,Profesorado,642739,4,3,1,0,0,0,0,0,0
LICEO FRANCÉS MOLIERE ZARAGOZA,Primaria,344627,70,67,3,0,0,0,0,0,0
LICEO FRANCÉS MOLIERE ZARAGOZA,Secundaria,983153,203,169,34,0,0,0,0,0,0
LICEO FRANCÉS MOLIERE ZARAGOZA,Profesorado,544123,17,7,10,0,0,0,0,0,0
COLEGIO MARE DE DÉU DE LOURDES,Primaria,377763,0,0,0,0,0,0,0,0,0
COLEGIO MARE DE DÉU DE LOURDES,Secundaria,145145,0,0,0,0,0,0,0,0,0
COLEGIO MARE DE DÉU DE LOURDES,Profesorado,596769,0,0,0,0,0,0,0,0,0
CEIP VALPARAÍSO,Primaria,832764,77,75,2,0,0,0,0,0,0
CEIP VALPARAÍSO,Secundaria,887852,0,0,0,0,0,0,0,0,0
CEIP VALPARAÍSO,Profesorado,937133,12,8,4,0,0,0,0,0,0
COLEGIO CLARET LARRAONA,Primaria,878193,79,70,9,0,0,0,0,0,0
COLEGIO CLARET LARRAONA,Secundaria,982122,232,173,59,0,0,0,0,0,0
COLEGIO CLARET LARRAONA,Profesorado,431636,6,4,2,0,0,0,0,0,0
CDP ALMANZOR,Primaria,491211,59,38,21,0,0,0,0,0,0
CDP ALMANZOR,Secundaria,934982,112,104,8,0,0,0,0,0,0
CDP ALMANZOR,Profesorado,646589,7,3,4,0,0,0,0,0,0
ESCUELA MARE DE DÉU DE L'ASSUMPCIÓ,Primaria,477841,0,0,0,0,0,0,0,0,0
ESCUELA MARE DE DÉU DE L'ASSUMPCIÓ,Secundaria,336915,0,0,0,0,0,0,0,0,0
ESCUELA MARE DE DÉU DE L'ASSUMPCIÓ,Profesorado,656677,0,0,0,0,0,0,0,0,0
IES SAN ANDRÉS,Primaria,883651,0,0,0,0,0,0,0,0,0
IES SAN ANDRÉS,Secundaria,513288,136,134,2,0,0,0,0,0,0
IES SAN ANDRÉS,Profesorado,557626,19,15,4,0,0,0,0,0,0
COLEGIO SAN JOSÉ MENESIANOS NANCLARES,Primaria,947817,0,0,0,0,0,0,0,0,0
COLEGIO SAN JOSÉ MENESIANOS NANCLARES,Secundaria,139637,64,50,14,0,0,0,0,0,0
COLEGIO SAN JOSÉ MENESIANOS NANCLARES,Profesorado,412112,14,12,2,0,0,0,0,0,0
ESCOLA MIRET I SANS - ZER NARIEDA,Primaria,225799,18,15,3,0,0,0,0,0,0
ESCOLA MIRET I SANS - ZER NARIEDA,Secundaria,864584,1,0,1,0,0,0,0,0,0
ESCOLA MIRET I SANS - ZER NARIEDA,Profesorado,792277,1,0,1,0,0,0,0,0,0
IES JUAN CARLOS I,Primaria,793335,0,0,0,0,0,0,0,0,0
IES JUAN CARLOS I,Secundaria,572994,649,463,186,0,0,0,0,0,0
IES JUAN CARLOS I,Profesorado,148641,0,0,0,0,0,0,0,0,0
IES MATILDE CASANOVA,Primaria,265233,0,0,0,0,0,0,0,0,0
IES MATILDE CASANOVA,Secundaria,973636,180,148,32,0,0,0,0,0,0
IES MATILDE CASANOVA,Profesorado,883721,10,6,4,0,0,0,0,0,0
INSTITUT ELS PALLARESOS,Primaria,679735,0,0,0,0,0,0,0,0,0
INSTITUT ELS PALLARESOS,Secundaria,161832,532,399,133,0,0,0,0,0,0
INSTITUT ELS PALLARESOS,Profesorado,396247,54,11,43,0,0,0,0,0,0
COLEGIO VEDRUNA GRÀCIA BARCELONA,Primaria,392349,98,89,9,0,0,0,0,0,0
COLEGIO VEDRUNA GRÀCIA BARCELONA,Secundaria,846186,84,67,17,0,0,0,0,0,0
COLEGIO VEDRUNA GRÀCIA BARCELONA,Profesorado,573459,11,5,6,0,0,0,0,0,0
CEIP XENTIQUINA LIERES-SOLVAY,Primaria,191362,33,26,7,0,0,0,0,0,0
CEIP XENTIQUINA LIERES-SOLVAY,Secundaria,138119,0,0,0,0,0,0,0,0,0
CEIP XENTIQUINA LIERES-SOLVAY,Profesorado,783594,1,1,0,0,0,0,0,0,0
CPI MAESTRO MONREAL,Primaria,983256,32,30,2,0,0,0,0,0,0
CPI MAESTRO MONREAL,Secundaria,313882,10,7,3,0,0,0,0,0,0
CPI MAESTRO MONREAL,Profesorado,776685,5,4,1,0,0,0,0,0,0
IES SANTANYÍ,Primaria,328178,0,0,0,0,0,0,0,0,0
IES SANTANYÍ,Secundaria,623377,297,244,53,0,0,0,0,0,0
IES SANTANYÍ,Profesorado,834438,28,12,16,0,0,0,0,0,0
CEIP SAN JOSÉ DE CALASANZ (BAZA),Primaria,348647,45,35,10,0,0,0,0,0,0
CEIP SAN JOSÉ DE CALASANZ (BAZA),Secundaria,742581,0,0,0,0,0,0,0,0,0
CEIP SAN JOSÉ DE CALASANZ (BAZA),Profesorado,712829,2,2,0,0,0,0,0,0,0
IES ASTURES,Primaria,859513,0,0,0,0,0,0,0,0,0
IES ASTURES,Secundaria,768951,480,373,107,0,0,0,0,0,0
IES ASTURES,Profesorado,523696,23,15,8,0,0,0,0,0,0
IES BARRIO LORANCA FUENLABRADA,Primaria,555874,0,0,0,0,0,0,0,0,0
IES BARRIO LORANCA FUENLABRADA,Secundaria,369145,227,157,70,0,0,0,0,0,0
IES BARRIO LORANCA FUENLABRADA,Profesorado,355861,17,10,7,0,0,0,0,0,0
IES LEOPOLDO QUEIPO,Primaria,379185,0,0,0,0,0,0,0,0,0
IES LEOPOLDO QUEIPO,Secundaria,449465,104,51,53,0,1,0,0,0,1
IES LEOPOLDO QUEIPO,Profesorado,546189,0,0,0,0,0,0,0,0,0
ESCUELA IDEO,Primaria,618992,0,0,0,0,0,0,0,0,0
ESCUELA IDEO,Secundaria,773329,0,0,0,0,0,0,0,0,0
ESCUELA IDEO,Profesorado,766129,0,0,0,0,0,0,0,0,0
COLEGIO MARISTAS CHAMPAGNAT-SALAMANCA,Primaria,352248,47,44,3,0,0,0,0,0,0
COLEGIO MARISTAS CHAMPAGNAT-SALAMANCA,Secundaria,647344,88,64,24,0,0,0,0,0,0
COLEGIO MARISTAS CHAMPAGNAT-SALAMANCA,Profesorado,622593,54,29,25,0,0,0,0,0,0
AXULA LIZEOA,Primaria,951528,0,0,0,0,0,0,0,0,0
AXULA LIZEOA,Secundaria,863299,285,240,45,0,0,0,0,0,0
AXULA LIZEOA,Profesorado,557929,9,7,2,0,0,0,0,0,0
ESCOLA PIA DE SARRIÀ-CALASSANÇ,Primaria,913269,173,153,20,0,0,0,0,0,0
ESCOLA PIA DE SARRIÀ-CALASSANÇ,Secundaria,496172,529,422,107,0,0,0,0,0,0
ESCOLA PIA DE SARRIÀ-CALASSANÇ,Profesorado,625371,31,17,14,0,0,0,0,0,0
COLEGIO LA SALLE PALMA,Primaria,963316,0,0,0,0,0,0,0,0,0
COLEGIO LA SALLE PALMA,Secundaria,757333,564,398,166,0,0,0,0,0,0
COLEGIO LA SALLE PALMA,Profesorado,511384,18,11,7,0,0,0,0,0,0
CEIP LES ROTES,Primaria,998198,90,69,21,0,0,0,0,0,0
CEIP LES ROTES,Secundaria,768279,0,0,0,0,0,0,0,0,0
CEIP LES ROTES,Profesorado,823379,0,0,0,0,0,0,0,0,0
CEIP CERVANTES,Primaria,413442,77,72,5,0,0,0,0,0,0
CEIP CERVANTES,Secundaria,288814,0,0,0,0,0,0,0,0,0
CEIP CERVANTES,Profesorado,535175,0,0,0,0,0,0,0,0,0
COLEGIO GSD MORATALAZ,Primaria,132473,0,0,0,0,0,0,0,0,0
COLEGIO GSD MORATALAZ,Secundaria,852324,107,95,12,0,1,0,0,0,1
COLEGIO GSD MORATALAZ,Profesorado,493116,16,11,5,0,0,0,0,0,0
COLEGIO LA INMACULADA (MARISTAS),Primaria,863672,48,40,8,0,0,0,0,0,0
COLEGIO LA INMACULADA (MARISTAS),Secundaria,211227,99,91,8,0,0,0,0,0,0
COLEGIO LA INMACULADA (MARISTAS),Profesorado,214212,39,24,15,0,0,0,0,0,0
INSTITUT MING-MÓN,Primaria,454529,0,0,0,0,0,0,0,0,0
INSTITUT MING-MÓN,Secundaria,587218,378,310,68,0,0,0,0,0,0
INSTITUT MING-MÓN,Profesorado,236544,18,12,6,0,0,0,0,0,0
ES SAN BARTOLOMÉ COSSÍO,Primaria,949462,0,0,0,0,0,0,0,0,0
ES SAN BARTOLOMÉ COSSÍO,Secundaria,482814,104,81,23,0,0,8,1,0,0
ES SAN BARTOLOMÉ COSSÍO,Profesorado,312467,18,11,7,0,0,0,0,0,0
COLEGIO SALESIANOS PUERTOLLANO,Primaria,461295,107,90,17,0,0,0,0,0,0
COLEGIO SALESIANOS PUERTOLLANO,Secundaria,276919,426,318,108,0,0,0,0,0,1
COLEGIO SALESIANOS PUERTOLLANO,Profesorado,831734,63,44,19,0,0,0,0,0,0
IES SANTA MARÍA,Primaria,271345,0,0,0,0,0,0,0,0,0
IES SANTA MARÍA,Secundaria,826924,310,246,64,0,0,0,0,0,0
IES SANTA MARÍA,Profesorado,121118,58,51,7,0,0,0,0,0,0
IES FRANCISCO DAVIÑA REY,Primaria,563621,0,0,0,0,0,0,0,0,0
IES FRANCISCO DAVIÑA REY,Secundaria,284622,36,24,12,0,1,0,0,0,0
IES FRANCISCO DAVIÑA REY,Profesorado,776582,16,4,12,0,0,0,0,0,0
IES EL ALQUIÁN,Primaria,152628,0,0,0,0,0,0,0,0,0
IES EL ALQUIÁN,Secundaria,567454,324,249,75,0,1,0,0,0,0
IES EL ALQUIÁN,Profesorado,411154,26,5,21,0,0,0,0,0,0
COLEGIO NIÑO JESÚS DE PRAGA,Primaria,121829,50,44,6,0,0,0,0,0,0
COLEGIO NIÑO JESÚS DE PRAGA,Secundaria,879438,88,84,4,0,0,0,0,0,0
COLEGIO NIÑO JESÚS DE PRAGA,Profesorado,848455,10,8,2,0,0,0,0,0,0
ALKARTU IKASTOLA HLHI,Primaria,332675,48,41,7,0,0,0,0,0,0
ALKARTU IKASTOLA HLHI,Secundaria,281345,0,0,0,0,0,0,0,0,0
ALKARTU IKASTOLA HLHI,Profesorado,977377,61,18,43,0,0,0,0,0,0
CRA FRANCISCO IBÁÑEZ,Primaria,178947,15,13,2,0,0,0,0,0,0
CRA FRANCISCO IBÁÑEZ,Secundaria,919356,0,0,0,0,0,0,0,0,0
CRA FRANCISCO IBÁÑEZ,Profesorado,554492,4,3,1,0,0,0,0,0,0
COLEGIO SANTA MARÍA,Primaria,852714,0,0,0,0,0,0,0,0,0
COLEGIO SANTA MARÍA,Secundaria,918959,289,225,64,61,21,0,0,0,0
COLEGIO SANTA MARÍA,Profesorado,949544,0,0,0,0,0,0,0,0,0
IES MURALLA ROMANA,Primaria,134372,0,0,0,0,0,0,0,0,0
IES MURALLA ROMANA,Secundaria,928599,73,69,4,0,0,0,0,0,0
IES MURALLA ROMANA,Profesorado,774921,1,1,0,0,0,0,0,0,0
COLEGIO LA SALLE LA ESTRELLA,Primaria,928181,0,0,0,0,0,0,0,0,0
COLEGIO LA SALLE LA ESTRELLA,Secundaria,972985,94,74,20,0,0,0,0,0,0
COLEGIO LA SALLE LA ESTRELLA,Profesorado,858475,13,10,3,0,0,0,0,0,0
CEIP PABLO PICASSO,Primaria,536167,82,73,9,0,0,0,0,0,0
CEIP PABLO PICASSO,Secundaria,695242,0,0,0,0,0,0,0,0,0
CEIP PABLO PICASSO,Profesorado,183948,0,0,0,0,0,0,0,0,0
ES BAELO CLAUDIA,Primaria,411112,0,0,0,0,0,0,0,0,0
ES BAELO CLAUDIA,Secundaria,986776,73,63,10,0,0,0,0,0,0
ES BAELO CLAUDIA,Profesorado,365536,5,3,2,0,0,0,0,0,0
COLEGIO LA SALLE EL PILAR (ALFARO),Primaria,266684,0,0,0,0,0,0,0,0,0
COLEGIO LA SALLE EL PILAR (ALFARO),Secundaria,189776,49,38,11,0,0,0,0,0,0
COLEGIO LA SALLE EL PILAR (ALFARO),Profesorado,521136,6,4,2,0,0,0,0,0,0
IES LIZARDI BHI,Primaria,273942,0,0,0,0,0,0,0,0,0
IES LIZARDI BHI,Secundaria,293875,430,323,107,0,0,0,0,0,0
IES LIZARDI BHI,Profesorado,717949,52,7,45,0,0,0,0,0,0
ES Hermanos D'Elhuyar,Primaria,749399,0,0,0,0,0,0,0,0,0
ES Hermanos D'Elhuyar,Secundaria,318957,93,87,6,0,0,0,0,0,0
ES Hermanos D'Elhuyar,Profesorado,555451,36,25,11,0,0,0,0,0,0
CEIP LA CRUZ,Primaria,838595,18,14,4,0,0,0,0,0,0
CEIP LA CRUZ,Secundaria,937785,0,0,0,0,0,0,0,0,0
CEIP LA CRUZ,Profesorado,583593,4,3,1,0,0,0,0,0,0
FEP SANTA TERESA DE LISIEUX,Primaria,721175,98,86,12,0,0,0,1,0,0
FEP SANTA TERESA DE LISIEUX,Secundaria,955435,330,280,50,0,0,0,0,0,0
FEP SANTA TERESA DE LISIEUX,Profesorado,291138,66,25,41,0,0,0,0,0,0
COLEGIO DIOCESANO JUAN PABLO II,Primaria,765913,37,31,6,0,0,0,0,0,0
COLEGIO DIOCESANO JUAN PABLO II,Secundaria,831384,0,0,0,0,0,0,0,0,0
COLEGIO DIOCESANO JUAN PABLO II,Profesorado,682685,0,0,0,0,0,0,0,0,0
COLEGIO MARISTAS CHAMPAGNAT GUADALAJARA,Primaria,445615,0,0,0,0,0,0,0,0,0
COLEGIO MARISTAS CHAMPAGNAT GUADALAJARA,Secundaria,753216,117,93,24,0,0,0,0,0,0
COLEGIO MARISTAS CHAMPAGNAT GUADALAJARA,Profesorado,529173,19,10,9,0,0,0,0,0,0
IES VALLADA,Primaria,926664,0,0,0,0,0,0,0,0,0
IES VALLADA,Secundaria,936722,67,51,16,0,0,0,0,0,0
IES VALLADA,Profesorado,628281,14,11,3,0,0,0,0,0,0
CEP MARCOS DA PORTELA,Primaria,653929,0,0,0,0,0,0,0,0,0
CEP MARCOS DA PORTELA,Secundaria,544467,0,0,0,0,0,0,0,0,0
CEP MARCOS DA PORTELA,Profesorado,973163,0,0,0,0,0,0,0,0,0
IES EUSEBIO DA GUARDA,Primaria,838823,0,0,0,0,0,0,0,0,0
IES EUSEBIO DA GUARDA,Secundaria,415638,113,104,9,0,0,0,0,0,0
IES EUSEBIO DA GUARDA,Profesorado,235144,1,1,0,0,0,0,0,0,0
COLEGIO SAN GABRIEL,Primaria,897433,0,0,0,0,0,0,0,0,0
COLEGIO SAN GABRIEL,Secundaria,762983,103,82,21,0,0,0,0,0,0
COLEGIO SAN GABRIEL,Profesorado,533277,21,11,10,0,0,0,0,0,0
CEIP CIUDAD DE LOS NIÑOS,Primaria,514355,39,34,5,0,0,0,0,0,0
CEIP CIUDAD DE LOS NIÑOS,Secundaria,712789,0,0,0,0,0,0,0,0,0
CEIP CIUDAD DE LOS NIÑOS,Profesorado,531987,4,3,1,0,0,0,0,0,0
CEIP KANTIC@ ARROYO,Primaria,227237,150,119,31,0,0,0,0,0,0
CEIP KANTIC@ ARROYO,Secundaria,745413,0,0,0,0,0,0,0,0,0
CEIP KANTIC@ ARROYO,Profesorado,756485,46,35,11,0,0,0,0,0,0
IES CABANYAL,Primaria,276234,0,0,0,0,0,0,0,0,0
IES CABANYAL,Secundaria,446478,103,83,20,0,0,0,0,0,0
IES CABANYAL,Profesorado,678521,5,3,2,0,0,0,0,0,0
CPR SAN PÍO X,Primaria,797943,42,22,20,0,0,0,0,0,0
CPR SAN PÍO X,Secundaria,851281,0,0,0,0,0,0,0,0,0
CPR SAN PÍO X,Profesorado,271235,7,4,3,0,0,0,0,0,0
CEIP RUFINO BLANCO,Primaria,417834,77,75,2,0,0,0,0,0,0
CEIP RUFINO BLANCO,Secundaria,532911,0,0,0,0,0,0,0,0,0
CEIP RUFINO BLANCO,Profesorado,395644,29,26,3,0,0,0,0,0,0
COLEGIO EPISCOPAL SAGRADA FAMILIA,Primaria,617939,0,0,0,0,0,0,0,0,0
COLEGIO EPISCOPAL SAGRADA FAMILIA,Secundaria,599212,0,0,0,0,0,0,0,0,0
COLEGIO EPISCOPAL SAGRADA FAMILIA,Profesorado,155631,0,0,0,0,0,0,0,0,0
IES SAN BENITO,Primaria,498954,0,0,0,0,0,0,0,0,0
IES SAN BENITO,Secundaria,897793,281,225,56,0,0,0,0,0,0
IES SAN BENITO,Profesorado,484937,23,14,9,1,0,0,0,0,0
FUNDACIÓN PADRE VINJOY-PROGRAMA TRAMPOLÍN,Primaria,571734,0,0,0,0,0,0,0,0,0
