Centro,Tipologia,Id encuesta,Total Encuestas,Total Completas,Total Parciales,Nuevas Completas Hoy,Nuevas Parciales Hoy,Nuevas Completas D-1,Nuevas Parciales D-1,Nuevas Completas D-2,Nuevas Parciales D-2
FUNDACIÓN PADRE VINJOY-PROGRAMA TRAMPOLÍN,Secundaria,879998,16,16,0,0,0,0,0,0,0
FUNDACIÓN PADRE VINJOY-PROGRAMA TRAMPOLÍN,Profesorado,521254,5,5,0,0,0,0,0,0,0
IES REYES CATÓLICOS,Primaria,981482,0,0,0,0,0,0,0,0,0
IES REYES CATÓLICOS,Secundaria,696393,144,122,22,0,0,0,0,0,0
IES REYES CATÓLICOS,Profesorado,696779,26,11,15,0,0,0,0,0,0
IES LUCAS MALLADA,Primaria,414576,0,0,0,0,0,0,0,0,0
IES LUCAS MALLADA,Secundaria,253864,118,97,21,0,0,0,0,0,0
IES LUCAS MALLADA,Profesorado,267389,18,10,8,0,0,0,0,3,1
CEIP MIGUEL DE CERVANTES,Primaria,179765,87,61,26,0,0,0,0,0,0
CEIP MIGUEL DE CERVANTES,Secundaria,293798,0,0,0,0,0,0,0,0,0
CEIP MIGUEL DE CERVANTES,Profesorado,736886,11,8,3,0,0,0,0,0,0
IES LICENCIADO FRANCISCO CASCALES,Primaria,625236,0,0,0,0,0,0,0,0,0
IES LICENCIADO FRANCISCO CASCALES,Secundaria,756248,83,66,17,0,0,0,0,0,0
IES LICENCIADO FRANCISCO CASCALES,Profesorado,134317,14,7,7,0,0,0,0,0,0
INSTITUT VALERIÀ PUJOL I BOSCH,Primaria,351992,0,0,0,0,0,0,0,0,0
INSTITUT VALERIÀ PUJOL I BOSCH,Secundaria,235681,278,178,100,0,0,0,0,0,0
INSTITUT VALERIÀ PUJOL I BOSCH,Profesorado,112923,17,8,9,0,0,0,0,0,0
CEIP NUESTRA SEÑORA DE BELÉN,Primaria,642321,54,48,6,0,0,0,0,0,0
CEIP NUESTRA SEÑORA DE BELÉN,Secundaria,825736,0,0,0,0,0,0,0,0,0
CEIP NUESTRA SEÑORA DE BELÉN,Profesorado,126398,0,0,0,0,0,0,0,0,0
IES JOSÉ LUIS CASTILLO PUCHE,Primaria,857585,0,0,0,0,0,0,0,0,0
IES JOSÉ LUIS CASTILLO PUCHE,Secundaria,499428,226,168,58,0,0,0,0,0,1
IES JOSÉ LUIS CASTILLO PUCHE,Profesorado,449654,9,6,3,0,0,0,0,0,0
IES MELÉNDEZ VALDÉS,Primaria,916935,0,0,0,0,0,0,0,0,0
IES MELÉNDEZ VALDÉS,Secundaria,241546,329,294,35,0,0,0,0,0,0
IES MELÉNDEZ VALDÉS,Profesorado,419331,21,14,7,0,0,0,0,0,0
CPR LA INMACULADA (MARISTAS LUGO),Primaria,769463,108,94,14,0,0,0,0,0,2
CPR LA INMACULADA (MARISTAS LUGO),Secundaria,965882,238,177,61,0,0,1,0,2,0
CPR LA INMACULADA (MARISTAS LUGO),Profesorado,311747,38,24,14,0,0,0,0,0,0
ESCOLA TURÓ DE GUIERA,Primaria,827828,53,51,2,0,0,0,0,0,0
ESCOLA TURÓ DE GUIERA,Secundaria,527895,0,0,0,0,0,0,0,0,0
ESCOLA TURÓ DE GUIERA,Profesorado,613578,1,1,0,0,0,0,0,0,0
IES RAMÓN MENÉNDEZ PIDAL,Primaria,177985,0,0,0,0,0,0,0,0,0
IES RAMÓN MENÉNDEZ PIDAL,Secundaria,513335,116,109,7,0,0,0,0,0,0
IES RAMÓN MENÉNDEZ PIDAL,Profesorado,759665,3,0,3,0,0,0,0,0,0
IES MENCEY BENCOMO,Primaria,975364,0,0,0,0,0,0,0,0,0
IES MENCEY BENCOMO,Secundaria,463662,218,174,44,0,0,0,0,0,0
IES MENCEY BENCOMO,Profesorado,483452,44,35,9,0,0,0,0,0,0
INSTITUT ESCOLA d`OLIANA,Primaria,632898,34,28,6,0,0,0,0,0,0
INSTITUT ESCOLA d`OLIANA,Secundaria,452554,81,61,20,0,0,0,0,0,0
INSTITUT ESCOLA d`OLIANA,Profesorado,624971,5,3,2,0,0,0,0,0,0
ESCOLA AMAT VERDÚ,Primaria,549577,90,63,27,0,0,0,0,0,0
ESCOLA AMAT VERDÚ,Secundaria,732341,0,0,0,0,0,0,0,0,0
ESCOLA AMAT VERDÚ,Profesorado,467873,4,4,0,0,0,0,0,0,0
ESCOLA NOU PATUFET,Primaria,231127,1,0,1,0,0,0,0,0,0
ESCOLA NOU PATUFET,Secundaria,836537,37,30,7,0,0,0,0,0,0
ESCOLA NOU PATUFET,Profesorado,325286,0,0,0,0,0,0,0,0,0
IES MESA Y LÓPEZ,Primaria,288652,0,0,0,0,0,0,0,0,0
IES MESA Y LÓPEZ,Secundaria,839728,325,204,121,0,0,0,2,0,1
IES MESA Y LÓPEZ,Profesorado,143491,24,14,10,0,0,0,0,0,0
ESCOLA MARE DE DÉU MONTSERRAT,Primaria,796836,95,53,42,0,0,0,0,0,0
ESCOLA MARE DE DÉU MONTSERRAT,Secundaria,597639,0,0,0,0,0,0,0,0,0
ESCOLA MARE DE DÉU MONTSERRAT,Profesorado,278481,18,17,1,0,0,0,0,0,0
ESCOLA ENRIC CASSASS,Primaria,292941,88,55,33,0,0,0,0,0,0
ESCOLA ENRIC CASSASS,Secundaria,554613,0,0,0,0,0,0,0,0,0
ESCOLA ENRIC CASSASS,Profesorado,181128,14,9,5,0,0,0,0,0,0
CEIP ZAMBRANA,Primaria,116454,116,94,22,0,0,0,0,0,0
CEIP ZAMBRANA,Secundaria,612359,0,0,0,0,0,0,0,0,0
CEIP ZAMBRANA,Profesorado,886637,3,2,1,0,0,0,0,0,0
CEIP CAÑADA REAL,Primaria,239729,33,31,2,0,0,0,0,0,0
CEIP CAÑADA REAL,Secundaria,119489,0,0,0,0,0,0,0,0,0
CEIP CAÑADA REAL,Profesorado,317973,2,2,0,0,0,0,0,0,0
IES SAN ROSENDO,Primaria,277427,0,0,0,0,0,0,0,0,0
IES SAN ROSENDO,Secundaria,928697,76,63,13,0,1,0,0,0,0
IES SAN ROSENDO,Profesorado,369327,12,9,3,0,0,0,0,0,0
CEIP EMPERADOR FERNANDO,Primaria,487931,57,53,4,0,0,0,0,0,0
CEIP EMPERADOR FERNANDO,Secundaria,538769,0,0,0,0,0,0,0,0,0
CEIP EMPERADOR FERNANDO,Profesorado,241699,32,30,2,0,0,0,0,0,0
JADO IKASTETXEA,Primaria,197973,95,70,25,0,0,0,0,0,0
JADO IKASTETXEA,Secundaria,597246,0,0,0,0,0,0,0,0,0
JADO IKASTETXEA,Profesorado,766668,0,0,0,0,0,0,0,0,0
IES ESTEBAN MANUEL DE VILLEGAS,Primaria,991497,0,0,0,0,0,0,0,0,0
IES ESTEBAN MANUEL DE VILLEGAS,Secundaria,185553,290,230,60,0,0,0,1,0,0
IES ESTEBAN MANUEL DE VILLEGAS,Profesorado,664163,5,4,1,0,0,0,0,0,0
CEIP ANTONIO MONZÓN,Primaria,581119,114,79,35,0,0,0,0,0,0
CEIP ANTONIO MONZÓN,Secundaria,634623,0,0,0,0,0,0,0,0,0
CEIP ANTONIO MONZÓN,Profesorado,751299,36,35,1,0,0,0,0,0,0
CEIP A LAMA,Primaria,714212,24,18,6,0,0,0,0,0,0
CEIP A LAMA,Secundaria,549784,0,0,0,0,0,0,0,0,0
CEIP A LAMA,Profesorado,876779,0,0,0,0,0,0,0,0,0
CEIP FRANCISCO DE GOYA,Primaria,822489,38,38,0,0,0,0,0,0,0
CEIP FRANCISCO DE GOYA,Secundaria,487165,0,0,0,0,0,0,0,0,0
CEIP FRANCISCO DE GOYA,Profesorado,115325,3,2,1,0,0,0,0,0,0
COLEGIO SAN GREGORIO (MENESIANOS),Primaria,589141,63,49,14,0,0,0,0,0,0
COLEGIO SAN GREGORIO (MENESIANOS),Secundaria,494815,173,136,37,0,0,0,1,0,0
COLEGIO SAN GREGORIO (MENESIANOS),Profesorado,768928,38,31,7,0,0,0,0,0,0
ESCOLA JAUME BALMES,Primaria,328744,78,55,23,0,0,0,0,0,0
ESCOLA JAUME BALMES,Secundaria,961415,0,0,0,0,0,0,0,0,0
ESCOLA JAUME BALMES,Profesorado,163293,0,0,0,0,0,0,0,0,0
COLEGIO LA SALLE INCA,Primaria,182784,53,42,11,0,0,0,0,0,0
COLEGIO LA SALLE INCA,Secundaria,285555,109,83,26,0,0,0,0,0,0
COLEGIO LA SALLE INCA,Profesorado,674681,15,10,5,0,0,0,0,0,0
NSTITUT CIRVIÀNUM DE TORELLÓ,Primaria,116818,0,0,0,0,0,0,0,0,0
NSTITUT CIRVIÀNUM DE TORELLÓ,Secundaria,786518,511,316,195,0,0,0,0,0,0
NSTITUT CIRVIÀNUM DE TORELLÓ,Profesorado,712228,34,18,16,0,0,0,0,0,0
COLEGIO ARENAS ALMAS,Primaria,127282,35,28,7,0,0,0,0,0,0
COLEGIO ARENAS ALMAS,Secundaria,264818,17,17,0,0,0,0,0,0,0
COLEGIO ARENAS ALMAS,Profesorado,317269,11,5,6,0,0,0,0,0,0
CC DECROLY,Primaria,837395,0,0,0,0,0,0,0,0,0
CC DECROLY,Secundaria,225623,57,54,3,0,0,0,0,0,0
CC DECROLY,Profesorado,488396,36,25,11,0,0,0,0,0,0
CENTRO EDUCATIVO GALÉN,Primaria,965655,45,33,12,0,0,0,0,0,0
CENTRO EDUCATIVO GALÉN,Secundaria,399498,156,125,31,0,0,0,0,0,0
CENTRO EDUCATIVO GALÉN,Profesorado,259318,0,0,0,0,0,0,0,0,0
CPR GUZMÁN EL BUENO,Primaria,786985,0,0,0,0,0,0,0,0,0
CPR GUZMÁN EL BUENO,Secundaria,269641,16,9,7,0,0,0,0,0,0
CPR GUZMÁN EL BUENO,Profesorado,277254,0,0,0,0,0,0,0,0,0
IES ARTURO PÉREZ REVERTE,Primaria,134141,0,0,0,0,0,0,0,0,0
IES ARTURO PÉREZ REVERTE,Secundaria,663431,177,128,49,0,0,0,0,0,0
IES ARTURO PÉREZ REVERTE,Profesorado,436731,9,4,5,0,0,0,0,0,0
CEIP PEDRO MENA,Primaria,999763,39,35,4,0,0,0,0,0,0
CEIP PEDRO MENA,Secundaria,631826,0,0,0,0,0,0,0,0,0
CEIP PEDRO MENA,Profesorado,597791,2,2,0,0,0,0,0,0,0
CEIP SANTA TERESA,Primaria,358896,74,67,7,0,0,0,0,0,0
CEIP SANTA TERESA,Secundaria,748335,0,0,0,0,0,0,0,0,0
CEIP SANTA TERESA,Profesorado,943852,8,5,3,0,1,0,0,0,0
INSTITUT ANGELETA FERRER I SENSAT,Primaria,681896,0,0,0,0,0,0,0,0,0
INSTITUT ANGELETA FERRER I SENSAT,Secundaria,667593,382,270,112,0,0,0,0,0,0
INSTITUT ANGELETA FERRER I SENSAT,Profesorado,991427,50,24,26,0,0,0,0,0,0
COLEGIO MARISTES RUBÍ,Primaria,652218,0,0,0,0,0,0,0,0,0
COLEGIO MARISTES RUBÍ,Secundaria,278214,355,268,87,0,0,0,0,0,0
COLEGIO MARISTES RUBÍ,Profesorado,274869,18,12,6,0,0,0,0,0,0
COLEGIO MARISTES SANT PERE CHANEL,Primaria,114514,51,46,5,0,0,0,0,0,0
COLEGIO MARISTES SANT PERE CHANEL,Secundaria,947217,186,153,33,0,0,0,0,0,0
COLEGIO MARISTES SANT PERE CHANEL,Profesorado,377544,28,23,5,0,0,0,0,0,0
CEIP HUMBERTO JUANES,Primaria,561236,56,50,6,0,0,0,0,0,0
CEIP HUMBERTO JUANES,Secundaria,832492,0,0,0,0,0,0,0,0,0
CEIP HUMBERTO JUANES,Profesorado,586566,10,5,5,0,0,0,0,0,0
INTERNATIONAL SCHOOL (ISCAT) MARESME,Primaria,498761,20,19,1,0,0,0,0,0,0
INTERNATIONAL SCHOOL (ISCAT) MARESME,Secundaria,684281,15,10,5,0,0,0,0,0,0
INTERNATIONAL SCHOOL (ISCAT) MARESME,Profesorado,426954,17,11,6,0,0,0,0,0,0
CPEIP PRÍNCIPE DE VIANA HLHIP,Primaria,279329,44,33,11,0,0,0,0,0,0
CPEIP PRÍNCIPE DE VIANA HLHIP,Secundaria,359434,98,71,27,0,0,0,0,0,0
CPEIP PRÍNCIPE DE VIANA HLHIP,Profesorado,921875,20,15,5,0,0,0,0,0,0
INSTITUT CARLES RAHOLA I LLORENS,Primaria,244692,0,0,0,0,0,0,0,0,0
INSTITUT CARLES RAHOLA I LLORENS,Secundaria,382189,250,176,74,0,0,0,0,0,0
INSTITUT CARLES RAHOLA I LLORENS,Profesorado,677358,10,8,2,0,0,0,0,0,0
CEIP HERNÁNDEZ CÁNOVAS,Primaria,768237,89,73,16,0,0,0,0,0,0
CEIP HERNÁNDEZ CÁNOVAS,Secundaria,849633,0,0,0,0,0,0,0,0,0
CEIP HERNÁNDEZ CÁNOVAS,Profesorado,253723,9,4,5,0,0,0,0,0,0
CEIP JUAN SOBRARIA,Primaria,317775,115,84,31,0,0,0,0,0,0
CEIP JUAN SOBRARIA,Secundaria,683348,0,0,0,0,0,0,0,0,0
CEIP JUAN SOBRARIA,Profesorado,477655,3,2,1,0,0,0,0,0,0
CEIP MANUEL SUEIRO,Primaria,323638,56,25,31,0,0,0,0,0,0
CEIP MANUEL SUEIRO,Secundaria,992547,0,0,0,0,0,0,0,0,0
CEIP MANUEL SUEIRO,Profesorado,337146,7,5,2,0,1,0,0,0,0
ESTUDIO UNICEF BERRIO-OTXOA IKASTETXEA,Primaria,183437,86,79,7,0,0,0,0,0,0
ESTUDIO UNICEF BERRIO-OTXOA IKASTETXEA,Secundaria,243785,0,0,0,0,0,0,0,0,0
ESTUDIO UNICEF BERRIO-OTXOA IKASTETXEA,Profesorado,564927,0,0,0,0,0,0,0,0,0
CPR PLURILINGÜE SAN JOSÉ,Primaria,646177,54,36,18,0,0,0,0,0,0
CPR PLURILINGÜE SAN JOSÉ,Secundaria,722175,68,59,9,0,0,0,0,0,0
CPR PLURILINGÜE SAN JOSÉ,Profesorado,828237,1,1,0,0,0,0,0,0,0
IES MURGIA BHI,Primaria,982774,0,0,0,0,0,0,0,0,0
IES MURGIA BHI,Secundaria,387149,93,74,19,0,0,0,0,0,0
IES MURGIA BHI,Profesorado,872133,0,0,0,0,0,0,0,0,0
COLEGIO TRILEMA SORIA,Primaria,944474,1,0,1,0,0,0,0,0,0
COLEGIO TRILEMA SORIA,Secundaria,815435,8,7,1,7,1,0,0,0,0
COLEGIO TRILEMA SORIA,Profesorado,815396,12,8,4,7,4,0,0,0,0
COLEGIO POMPEU FABRA,Primaria,821948,44,24,20,0,0,0,0,0,0
COLEGIO POMPEU FABRA,Secundaria,123925,46,46,0,0,0,0,0,0,0
COLEGIO POMPEU FABRA,Profesorado,345919,5,2,3,0,0,0,0,0,0
CEIP EUROPA,Primaria,529999,52,49,3,0,0,0,0,0,0
CEIP EUROPA,Secundaria,165659,0,0,0,0,0,0,0,0,0
CEIP EUROPA,Profesorado,193531,23,17,6,0,0,0,0,0,0
P. GARAIKOETXEA-LANDABERRI HLHI,Primaria,398882,156,128,28,0,0,0,0,0,0
P. GARAIKOETXEA-LANDABERRI HLHI,Secundaria,612158,0,0,0,0,0,0,0,0,0
P. GARAIKOETXEA-LANDABERRI HLHI,Profesorado,765156,50,16,34,0,0,0,0,0,0
CEIP NTRA. SRA. DE LA PAZ CHILLUÉVAR,Primaria,169382,17,17,0,0,0,0,0,0,0
CEIP NTRA. SRA. DE LA PAZ CHILLUÉVAR,Secundaria,317915,31,27,4,0,0,0,0,0,0
CEIP NTRA. SRA. DE LA PAZ CHILLUÉVAR,Profesorado,473575,4,2,2,0,0,0,0,0,0
COLEGIO SAGRADO CORAZÓN HERMANOS MARISTAS,Primaria,336293,105,91,14,0,0,0,0,0,0
COLEGIO SAGRADO CORAZÓN HERMANOS MARISTAS,Secundaria,755325,596,499,97,0,0,0,0,0,1
COLEGIO SAGRADO CORAZÓN HERMANOS MARISTAS,Profesorado,439122,0,0,0,0,0,0,0,0,0
COLEGIO DISCÍPULAS DE JESÚS,Primaria,387257,48,44,4,0,0,0,0,0,0
COLEGIO DISCÍPULAS DE JESÚS,Secundaria,318233,99,92,7,0,0,0,0,0,0
COLEGIO DISCÍPULAS DE JESÚS,Profesorado,847893,26,20,6,0,0,0,0,0,0
IES MURIEDAS,Primaria,872165,0,0,0,0,0,0,0,0,0
IES MURIEDAS,Secundaria,349289,305,270,35,0,0,0,0,0,0
IES MURIEDAS,Profesorado,737939,31,25,6,0,0,0,0,0,0
INT. SCHOOL COSTA BRAVA,Primaria,459243,19,16,3,0,0,0,0,0,0
INT. SCHOOL COSTA BRAVA,Secundaria,678242,26,18,8,0,0,0,0,0,0
INT. SCHOOL COSTA BRAVA,Profesorado,726584,11,7,4,0,0,1,2,0,0
CEIP NUESTRA SEÑORA DEL PILAR,Primaria,921234,65,55,10,0,0,0,0,0,0
CEIP NUESTRA SEÑORA DEL PILAR,Secundaria,425567,0,0,0,0,0,0,0,0,0
CEIP NUESTRA SEÑORA DEL PILAR,Profesorado,218489,3,1,2,0,0,0,0,0,0
CEIP JOAQUÍN MUÑOZ,Primaria,115262,159,115,44,0,0,0,0,0,0
CEIP JOAQUÍN MUÑOZ,Secundaria,377974,0,0,0,0,0,0,0,0,0
CEIP JOAQUÍN MUÑOZ,Profesorado,919958,4,4,0,0,0,0,0,0,0
COLEGIO INTERNACIONAL SEK ATLÁNTICO,Primaria,515162,93,84,9,0,0,0,0,0,0
COLEGIO INTERNACIONAL SEK ATLÁNTICO,Secundaria,689346,206,171,35,0,0,0,0,0,0
COLEGIO INTERNACIONAL SEK ATLÁNTICO,Profesorado,645573,47,37,10,0,0,0,0,0,0
IES DO MILLADOIRO,Primaria,327681,0,0,0,0,0,0,0,0,0
IES DO MILLADOIRO,Secundaria,975535,20,15,5,0,0,0,0,0,0
IES DO MILLADOIRO,Profesorado,331137,2,2,0,0,0,0,0,0,0
COLEGIO SAN IGNACIO (JESUÍTAS PAMPLONA),Primaria,436399,0,0,0,0,0,0,0,0,0
COLEGIO SAN IGNACIO (JESUÍTAS PAMPLONA),Secundaria,681611,0,0,0,0,0,0,0,0,0
COLEGIO SAN IGNACIO (JESUÍTAS PAMPLONA),Profesorado,562585,0,0,0,0,0,0,0,0,0
IKASBIDEA IKASTOLA IPI,Primaria,437945,0,0,0,0,0,0,0,0,0
IKASBIDEA IKASTOLA IPI,Secundaria,757281,110,106,4,43,3,43,1,20,0
IKASBIDEA IKASTOLA IPI,Profesorado,144826,7,5,2,1,2,2,0,1,0
CI BURLADA FP,Primaria,216469,0,0,0,0,0,0,0,0,0
CI BURLADA FP,Secundaria,933836,37,24,13,0,0,0,0,0,0
CI BURLADA FP,Profesorado,188678,3,1,2,0,0,0,0,0,0
CEIP VICENT MARÇÀ,Primaria,319741,0,0,0,0,0,0,0,0,0
CEIP VICENT MARÇÀ,Secundaria,325938,0,0,0,0,0,0,0,0,0
CEIP VICENT MARÇÀ,Profesorado,586781,0,0,0,0,0,0,0,0,0
CEIP MIGUEL DE CERVANTES,Primaria,936556,0,0,0,0,0,0,0,0,0
CEIP MIGUEL DE CERVANTES,Secundaria,837924,0,0,0,0,0,0,0,0,0
CEIP MIGUEL DE CERVANTES,Profesorado,461731,0,0,0,0,0,0,0,0,0
CEIP LES SITGES,Primaria,646268,33,32,1,0,0,11,0,12,0
CEIP LES SITGES,Secundaria,825297,0,0,0,0,0,0,0,0,0
CEIP LES SITGES,Profesorado,495465,1,1,0,0,0,0,0,0,0
CENTRE LÓPEZ VICUÑA,Primaria,498741,0,0,0,0,0,0,0,0,0
CENTRE LÓPEZ VICUÑA,Secundaria,855486,106,72,34,0,0,0,0,0,0
CENTRE LÓPEZ VICUÑA,Profesorado,839189,12,7,5,0,0,0,0,0,0
IES RIU TURIA,Primaria,167756,0,0,0,0,0,0,0,0,0
IES RIU TURIA,Secundaria,828586,0,0,0,0,0,0,0,0,0
IES RIU TURIA,Profesorado,319626,0,0,0,0,0,0,0,0,0
CEIP DÁMASO ALONSO,Primaria,714195,2,0,2,0,0,0,0,0,0
CEIP DÁMASO ALONSO,Secundaria,393264,0,0,0,0,0,0,0,0,0
CEIP DÁMASO ALONSO,Profesorado,974239,3,2,1,0,0,0,0,0,0
COLEGIO MARIA AUXILIADORA (SALESIANAS VALENCIA),Primaria,293252,71,63,8,0,0,0,0,0,0
COLEGIO MARIA AUXILIADORA (SALESIANAS VALENCIA),Secundaria,312166,168,150,18,0,0,0,0,0,0
COLEGIO MARIA AUXILIADORA (SALESIANAS VALENCIA),Profesorado,487477,48,41,7,0,0,0,0,0,0
INSTITUT PERE CALDERS,Primaria,399253,0,0,0,0,0,0,0,0,0
INSTITUT PERE CALDERS,Secundaria,897153,233,217,16,0,0,0,0,0,0
INSTITUT PERE CALDERS,Profesorado,767922,13,7,6,0,0,0,0,0,0
COLEGIO MANUEL PELETEIRO,Primaria,436843,0,0,0,0,0,0,0,0,0
COLEGIO MANUEL PELETEIRO,Secundaria,653964,128,106,22,32,12,18,5,37,3
COLEGIO MANUEL PELETEIRO,Profesorado,239255,0,0,0,0,0,0,0,0,0
CEIP A FLORIDA,Primaria,495642,27,16,11,0,0,0,0,0,0
CEIP A FLORIDA,Secundaria,344334,0,0,0,0,0,0,0,0,0
CEIP A FLORIDA,Profesorado,967741,4,0,4,0,0,0,0,0,0
CEIP TAIBIQUE,Primaria,478933,32,30,2,0,0,0,0,0,0
CEIP TAIBIQUE,Secundaria,464293,0,0,0,0,0,0,0,0,0
CEIP TAIBIQUE,Profesorado,952969,3,2,1,0,0,0,0,0,0
INSTITUT MANUEL BLANCAFORT,Primaria,266319,0,0,0,0,0,0,0,0,0
INSTITUT MANUEL BLANCAFORT,Secundaria,656869,464,336,128,0,0,0,0,1,0
INSTITUT MANUEL BLANCAFORT,Profesorado,914593,49,44,5,0,0,0,0,0,0
CPI SAN VICENTE,Primaria,659518,37,26,11,0,0,0,0,0,0
CPI SAN VICENTE,Secundaria,774823,77,59,18,0,0,0,0,0,0
CPI SAN VICENTE,Profesorado,877575,5,2,3,0,0,0,0,0,0
INMACULADA CONCEPCIÓN (LA SALLE ANDÚJAR),Primaria,851113,0,0,0,0,0,0,0,0,0
INMACULADA CONCEPCIÓN (LA SALLE ANDÚJAR),Secundaria,921376,0,0,0,0,0,0,0,0,0
INMACULADA CONCEPCIÓN (LA SALLE ANDÚJAR),Profesorado,445135,0,0,0,0,0,0,0,0,0
CEIP MONTEALEGRE,Primaria,242549,73,66,7,0,0,0,0,0,0
CEIP MONTEALEGRE,Secundaria,518738,0,0,0,0,0,0,0,0,0
CEIP MONTEALEGRE,Profesorado,175764,1,1,0,0,0,0,0,0,0
ISCAT,Primaria,613127,0,0,0,0,0,0,0,0,0
ISCAT,Secundaria,743952,0,0,0,0,0,0,0,0,0
ISCAT,Profesorado,272685,0,0,0,0,0,0,0,0,0
CEIP DIEGO MUÑOZ-TORRERO,Primaria,559175,83,79,4,0,0,11,0,0,0
CEIP DIEGO MUÑOZ-TORRERO,Secundaria,918632,0,0,0,0,0,0,0,0,0
CEIP DIEGO MUÑOZ-TORRERO,Profesorado,258938,15,9,6,2,0,0,0,0,0
IES AS INSÚAS,Primaria,572791,0,0,0,0,0,0,0,0,0
IES AS INSÚAS,Secundaria,184888,30,28,2,0,0,0,0,0,0
IES AS INSÚAS,Profesorado,255327,6,5,1,0,0,0,0,0,0
COLEGIO MARISTAS LICEO CASTILLA,Primaria,688549,0,0,0,0,0,0,0,0,0
COLEGIO MARISTAS LICEO CASTILLA,Secundaria,936972,0,0,0,0,0,0,0,0,0
COLEGIO MARISTAS LICEO CASTILLA,Profesorado,232652,0,0,0,0,0,0,0,0,0
CEIP ARTURO DUPERIER,Primaria,227864,41,37,4,0,0,0,0,0,0
CEIP ARTURO DUPERIER,Secundaria,853828,0,0,0,0,0,0,0,0,0
CEIP ARTURO DUPERIER,Profesorado,289726,7,4,3,0,0,0,0,0,0
CPR CID,Primaria,482255,0,0,0,0,0,0,0,0,0
CPR CID,Secundaria,923786,0,0,0,0,0,0,0,0,0
CPR CID,Profesorado,244554,0,0,0,0,0,0,0,0,0
IES PUERTAS DEL CAMPO,Primaria,252729,0,0,0,0,0,0,0,0,0
IES PUERTAS DEL CAMPO,Secundaria,479753,151,139,12,0,0,0,0,0,0
IES PUERTAS DEL CAMPO,Profesorado,313442,11,5,6,0,0,0,0,0,0
COLEGIO MARISTAS BILBAO,Primaria,491983,94,71,23,0,0,0,0,0,0
COLEGIO MARISTAS BILBAO,Secundaria,682772,190,136,54,0,0,0,0,0,0
COLEGIO MARISTAS BILBAO,Profesorado,158849,2,1,1,0,0,0,0,0,0
CEIP ENRIQUE DE MESA,Primaria,982457,18,18,0,0,0,0,0,0,0
CEIP ENRIQUE DE MESA,Secundaria,491733,0,0,0,0,0,0,0,0,0
CEIP ENRIQUE DE MESA,Profesorado,794266,0,0,0,0,0,0,0,0,0
CEIP CAN MISSES,Primaria,611861,52,44,8,29,4,0,0,0,0
CEIP CAN MISSES,Secundaria,391287,0,0,0,0,0,0,0,0,0
CEIP CAN MISSES,Profesorado,953168,1,1,0,0,0,0,0,0,0
IES HISTORIADOR CHABÁS,Primaria,715752,0,0,0,0,0,0,0,0,0
IES HISTORIADOR CHABÁS,Secundaria,635632,376,266,110,25,11,49,13,0,0
IES HISTORIADOR CHABÁS,Profesorado,275856,10,7,3,0,0,1,0,0,0
ES ARMANDO COTARELO,Primaria,812416,0,0,0,0,0,0,0,0,0
ES ARMANDO COTARELO,Secundaria,178384,55,49,6,0,0,20,1,0,0
ES ARMANDO COTARELO,Profesorado,535295,15,8,7,0,0,0,0,1,0
CEIP S'OLIVERA,Primaria,942267,0,0,0,0,0,0,0,0,0
CEIP S'OLIVERA,Secundaria,418873,0,0,0,0,0,0,0,0,0
CEIP S'OLIVERA,Profesorado,856346,33,20,13,0,0,0,0,0,0
FLORIDA CAMPUS ALZIRA,Primaria,913987,0,0,0,0,0,0,0,0,0
FLORIDA CAMPUS ALZIRA,Secundaria,135877,1,0,1,0,0,0,0,0,0
FLORIDA CAMPUS ALZIRA,Profesorado,629114,13,10,3,0,0,0,0,0,0
COLEGIO COOPERATIVA MADRE MARÍA ROSA,Primaria,227343,48,46,2,0,0,0,0,0,0
COLEGIO COOPERATIVA MADRE MARÍA ROSA,Secundaria,619687,80,57,23,0,0,0,0,0,0
COLEGIO COOPERATIVA MADRE MARÍA ROSA,Profesorado,387125,19,12,7,0,0,0,0,0,0
CENTRE D´ESTUDIS MONTSENY - POBLENOU,Primaria,884749,0,0,0,0,0,0,0,0,0
CENTRE D´ESTUDIS MONTSENY - POBLENOU,Secundaria,112624,323,191,132,0,0,0,0,0,0
CENTRE D´ESTUDIS MONTSENY - POBLENOU,Profesorado,273461,7,7,0,0,0,0,0,0,0
CEIP PLA DE BARRAQUES,Primaria,845446,0,0,0,0,0,0,0,0,0
CEIP PLA DE BARRAQUES,Secundaria,737338,0,0,0,0,0,0,0,0,0
CEIP PLA DE BARRAQUES,Profesorado,422722,0,0,0,0,0,0,0,0,0
CEIP ANSELMO PARDO ALCAIDE,Primaria,445276,135,129,6,0,0,0,0,0,0
CEIP ANSELMO PARDO ALCAIDE,Secundaria,175617,0,0,0,0,0,0,0,0,0
CEIP ANSELMO PARDO ALCAIDE,Profesorado,645284,33,24,9,0,1,0,1,0,2
UNICEF NOVASCHOOL RIVAS LUNA,Primaria,724539,0,0,0,0,0,0,0,0,0
UNICEF NOVASCHOOL RIVAS LUNA,Secundaria,412751,26,22,4,0,1,0,0,0,0
UNICEF NOVASCHOOL RIVAS LUNA,Profesorado,898372,28,16,12,3,1,2,0,5,5
CEIP LA MEDITERRÀNIA,Primaria,881989,49,41,8,0,0,0,0,0,0
